id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
174,09015,2021-10-20,noticia,portal CNB,mujer,67,ciudad de mexico,mexicana,licenciatura,soltero/a,familiar,2021-10-17,2021,09,ciudad de méxico,015,cuauhtémoc,condesa,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-10-21,2021,buen estado de salud,informe dado por familiar,cuauhtemoc,domicilio de la persona,NA
175,09013,2021-10-20,reporte,redes sociales y reportes telefónicos,hombre,43,ciudad de mexico,mexicana,NA,separaado/a,familiar,2021-10-18,2021,09,ciudad de méxico,013,xochimilco,cerrillos segunda seccion,iba rumbo a su trabajo,localizado,con vida,2021-10-21,2021,buen estado de salud,informe dado por familiar,xochimilco,domicilio de la persona,problemas de comunicacion
176,09007,2021-10-19,noticia,portal CNB,mujer,40,veracruz,mexicana,preparatoria,NA,NA,2021-10-12,2021,09,ciudad de méxico,007,iztapalapa,santa maria aztahuacan,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-23,2021,buen estado de salud,informe dado por familiar,NA,NA,NA
177,09014,2021-10-19,noticia,portal CNB,hombre,32,ciudad de mexico,mexicana,preparatoria,union libre,familiar,2021-10-18,2021,09,ciudad de méxico,014,benito juárez,letran valle,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-21,2021,buen estado de salud,informe dado por familiar,benito juarez,NA,repo
178,09015,2021-10-19,noticia,portal CNB,hombre,37,campeche,mexicana,licenciatura,NA,otros,2021-10-17,2021,09,ciudad de méxico,015,cuauhtémoc,tabacalera,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2021-10-21,2021,NA,informe dado por familiar,NA,en un centro forense,NA
179,09003,2021-10-19,reporte,redes sociales y reportes telefónicos,mujer,75,mexico,mexicana,primaria,soltero/a,familiar,2021-10-15,2021,09,ciudad de méxico,003,coyoacán,culhuacan ctm seccion x,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
180,09005,2021-10-20,reporte,redes sociales y reportes telefónicos,mujer,16,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-20,2021,09,ciudad de méxico,005,gustavo a. madero,NA,se vio en su domicilio,localizado,con vida,2021-10-21,2021,buen estado de salud,contacto directo con la persona reportada,NA,NA,ausencia deliberada
181,09017,2021-10-19,reporte,redes sociales y reportes telefónicos,hombre,30,NA,mexicana,NA,NA,otros,2021-10-12,2021,09,ciudad de méxico,017,venustiano carranza,merced balbuena,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-21,2021,buen estado de salud,informe dado por familiar,NA,en un lugar publico,extravio o desorientacion
182,09007,2021-10-18,reporte,redes sociales y reportes telefónicos,hombre,41,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-02,2021,09,ciudad de méxico,007,iztapalapa,el manto,iba rumbo a su trabajo,localizado,con vida,2021-10-25,2021,buen estado de salud,informe dado por familiar,iztapalapa,NA,ausencia deliberada
183,09017,2021-10-18,noticia,redes sociales y reportes telefónicos,mujer,13,NA,mexicana,NA,NA,familiar,2021-10-16,2021,09,ciudad de méxico,017,venustiano carranza,valentin gomez farias,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-10-20,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,ausencia deliberada
184,09015,2021-10-18,reporte,redes sociales y reportes telefónicos,hombre,49,ciudad de mexico,mexicana,NA,NA,otros,2021-07-13,2021,09,ciudad de méxico,015,cuauhtémoc,tabacalera,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
185,09016,2021-10-17,noticia,redes sociales y reportes telefónicos,hombre,61,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-16,2021,09,ciudad de méxico,016,miguel hidalgo,anzures,se trasladaba a su domicilio,localizado,sin vida,2021-10-17,2021,NA,informe por institucion,miguel hidalgo,NA,NA
186,09014,2021-10-17,noticia,autoridades en general,mujer,15,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-17,2021,09,ciudad de méxico,014,benito juárez,del valle centro,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-20,2021,buen estado de salud,informe dado por familiar,NA,NA,ausencia deliberada
187,09007,2021-12-10,noticia,portal CNB,hombre,49,NA,extranjera,NA,NA,pareja o expareja,2021-11-13,2021,09,ciudad de méxico,007,iztapalapa,benito juarez,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
188,09013,2021-10-15,reporte,redes sociales y reportes telefónicos,mujer,14,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-15,2021,09,ciudad de méxico,013,xochimilco,san gregorio atlapulco,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-19,2021,NA,informe dado por otra fuente,NA,NA,NA
189,09007,2021-10-15,reporte,redes sociales y reportes telefónicos,hombre,20,NA,extranjera,NA,NA,otros,2021-10-09,2021,09,ciudad de méxico,007,iztapalapa,el vergel,se encontraba en el trayecto de una ciudad o comunidad a otra,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
190,09010,2021-10-15,noticia,sociedad civil y organismos internacionales,hombre,32,NA,mexicana,NA,NA,familiar,2021-02-04,2021,09,ciudad de méxico,010,álvaro obregón,ampliacion las aguilas,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
191,09011,2021-12-10,noticia,portal CNB,hombre,19,NA,mexicana,NA,NA,familiar,2019-07-11,2019,09,ciudad de méxico,011,tláhuac,las arboledas,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
192,09011,2021-10-15,reporte,presencial,hombre,25,ciudad de mexico,mexicana,NA,NA,familiar,2018-09-26,2018,09,ciudad de méxico,011,tláhuac,la conchita zapotitlan,se le privo de la libertad por personas armadas en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
193,09014,2021-10-15,noticia,portal CNB,hombre,31,ciudad de mexico,mexicana,preparatoria,NA,pareja o expareja,2021-10-08,2021,09,ciudad de méxico,014,benito juárez,portales norte,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
194,09015,2021-10-15,noticia,colectivos de familiares,hombre,3,NA,s/d,NA,NA,familiar,2006-10-18,2006,09,ciudad de méxico,015,cuauhtémoc,juarez,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
195,09010,2021-10-14,noticia,autoridades en general,hombre,NA,ciudad de mexico,mexicana,NA,NA,NA,2019-04-08,2019,09,ciudad de méxico,010,álvaro obregón,san agustin del pueblo tetelpan,se desconoce,localizado,con vida,2021-09-13,2021,buen estado de salud,informe por institucion,NA,NA,NA
196,09012,2021-10-13,reporte,redes sociales y reportes telefónicos,hombre,18,ciudad de mexico,mexicana,NA,NA,familiar,2021-10-08,2021,09,ciudad de méxico,012,tlalpan,NA,se encontraba en su trabajo,localizado,con vida,2021-10-14,2021,buen estado de salud,informe por institucion,tlalpan,domicilio de la persona,ausencia deliberada
197,09010,2021-10-13,reporte,redes sociales y reportes telefónicos,hombre,38,veracruz,mexicana,NA,NA,familiar,2021-10-10,2021,09,ciudad de méxico,010,álvaro obregón,el pirul,iba rumbo a su trabajo,localizado,con vida,2021-10-13,2021,buen estado de salud,contacto directo con la persona reportada,NA,domicilio de la persona,arresto o proceso legal
198,09007,2021-10-13,noticia,autoridades en general,mujer,16,NA,mexicana,NA,NA,familiar,2021-10-08,2021,09,ciudad de méxico,007,iztapalapa,ejercito de oriente,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-19,2021,buen estado de salud,informe por institucion,NA,otro,problemas o violencia familiares
199,15109,2021-10-13,reporte,redes sociales y reportes telefónicos,hombre,28,NA,mexicana,NA,NA,familiar,2021-10-06,2021,15,méxico,109,tultitlán,unidad morelos 3ra. seccion,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
200,09006,2021-12-10,noticia,portal CNB,mujer,NA,NA,mexicana,NA,NA,familiar,2020-12-16,2020,09,ciudad de méxico,006,iztacalco,campamento 2 de octubre,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
201,09007,2021-12-10,noticia,portal CNB,hombre,38,NA,mexicana,NA,NA,familiar,2021-10-18,2021,09,ciudad de méxico,007,iztapalapa,santa martha acatitla,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
202,09015,2021-10-13,noticia,portal CNB,hombre,67,ciudad de mexico,mexicana,preparatoria,casado/a,pareja o expareja,2021-10-01,2021,09,ciudad de méxico,015,cuauhtémoc,atlampa,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
203,09015,2021-10-13,reporte,redes sociales y reportes telefónicos,hombre,30,ciudad de mexico,mexicana,NA,NA,NA,2021-10-08,2021,09,ciudad de méxico,015,cuauhtémoc,juarez,se desconoce,localizado,con vida,2021-10-18,2021,buen estado de salud,contacto directo con la persona reportada,NA,domicilio de la persona,problemas de comunicacion
204,09007,2021-10-12,noticia,portal CNB,hombre,40,oaxaca,mexicana,secundaria,NA,familiar,2021-09-28,2021,09,ciudad de méxico,007,iztapalapa,santa martha acatitla,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
205,09007,2021-10-12,noticia,portal CNB,mujer,86,tamaulipas,mexicana,NA,divorciado/a,NA,2021-09-25,2021,09,ciudad de méxico,007,iztapalapa,iztlahuacan,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-28,2021,buen estado de salud,informe por institucion,iztapalapa,en un lugar publico,extravio o desorientacion
206,09007,2021-10-12,reporte,presencial,hombre,35,ciudad de mexico,mexicana,NA,NA,familiar,2021-06-19,2021,09,ciudad de méxico,007,iztapalapa,leyes de reforma 1a seccion,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
207,09015,2021-10-12,noticia,portal CNB,mujer,17,ciudad de mexico,mexicana,primaria,soltero/a,familiar,2021-10-10,2021,09,ciudad de méxico,015,cuauhtémoc,roma norte,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-11,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,problemas de comunicacion
208,09015,2021-10-12,noticia,portal CNB,mujer,18,ciudad de mexico,mexicana,profesional tecnico,soltero/a,familiar,2021-10-11,2021,09,ciudad de méxico,015,cuauhtémoc,guerrero,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-10-12,2021,buen estado de salud,informe dado por familiar,cuauhtemoc,domicilio de la persona,NA
209,09016,2021-10-11,noticia,redes sociales y reportes telefónicos,hombre,91,ciudad de mexico,mexicana,NA,NA,NA,2021-10-10,2021,09,ciudad de méxico,016,miguel hidalgo,anahuac i seccion,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-11,2021,buen estado de salud,informe dado por familiar,miguel hidalgo,domicilio de la persona,ausencia deliberada
210,09007,2021-10-12,noticia,portal CNB,hombre,47,ciudad de mexico,mexicana,secundaria,soltero/a,familiar,2021-08-23,2021,09,ciudad de méxico,007,iztapalapa,la esperanza,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
211,09005,2021-10-10,reporte,redes sociales y reportes telefónicos,mujer,23,mexico,mexicana,NA,NA,NA,2021-10-08,2021,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-14,2021,mal estado por violencia,informe dado por familiar,NA,otro,victima de delito
212,09005,2021-10-08,noticia,portal CNB,hombre,38,ciudad de mexico,mexicana,preparatoria,casado/a,NA,2021-09-21,2021,09,ciudad de méxico,005,gustavo a. madero,san felipe de jesus,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
213,09017,2021-10-08,noticia,portal CNB,mujer,30,ciudad de mexico,mexicana,licenciatura,soltero/a,familiar,2021-10-07,2021,09,ciudad de méxico,017,venustiano carranza,ampliacion penitenciaria,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-10-08,2021,buen estado de salud,informe dado por familiar,NA,NA,victima de delito
214,09010,2021-10-08,noticia,portal CNB,hombre,64,ciudad de mexico,mexicana,NA,NA,familiar,2021-09-15,2021,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
215,09011,2021-10-08,noticia,portal CNB,mujer,17,ciudad de mexico,mexicana,licenciatura,NA,familiar,2021-10-06,2021,09,ciudad de méxico,011,tláhuac,la estacion,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
216,09011,2021-10-07,noticia,autoridades en general,hombre,33,ciudad de mexico,mexicana,NA,NA,familiar,2021-09-07,2021,09,ciudad de méxico,011,tláhuac,san francisco tlaltenco,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
217,09002,2021-10-07,noticia,portal CNB,hombre,47,ciudad de mexico,mexicana,NA,soltero/a,familiar,2021-09-15,2021,09,ciudad de méxico,002,azcapotzalco,san bartolo cahualtongo,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
218,09015,2021-10-07,reporte,redes sociales y reportes telefónicos,hombre,25,NA,extranjera,NA,NA,familiar,2021-08-15,2021,09,ciudad de méxico,015,cuauhtémoc,roma sur,ultimo contacto via telefonica o mensaje de texto,localizado,sin vida,2021-11-05,2021,mal estado por violencia,localizacion atribuible a la comision,NA,en un centro forense,victima de delito
219,09017,2021-10-07,reporte,redes sociales y reportes telefónicos,mujer,26,ciudad de mexico,mexicana,NA,NA,familiar,2017-03-17,2017,09,ciudad de méxico,017,venustiano carranza,aaron saenz,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
220,09007,2021-10-05,reporte,redes sociales y reportes telefónicos,hombre,41,mexico,mexicana,NA,NA,familiar,2018-06-21,2018,09,ciudad de méxico,007,iztapalapa,san juan xalpa,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
221,09005,2021-10-05,noticia,portal CNB,hombre,0,ciudad de mexico,mexicana,NA,NA,familiar,2021-04-18,2021,09,ciudad de méxico,005,gustavo a. madero,lindavista sur,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
222,09005,2021-10-05,noticia,portal CNB,mujer,7,ciudad de mexico,mexicana,primaria,NA,familiar,2021-04-18,2021,09,ciudad de méxico,005,gustavo a. madero,lindavista sur,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
223,09015,2021-10-04,noticia,portal CNB,hombre,61,ciudad de mexico,mexicana,secundaria,NA,familiar,2021-04-27,2021,09,ciudad de méxico,015,cuauhtémoc,NA,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
224,09003,2021-10-04,noticia,portal CNB,hombre,32,ciudad de mexico,mexicana,NA,soltero/a,otros,2021-09-30,2021,09,ciudad de méxico,003,coyoacán,NA,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-10-04,2021,NA,informe dado por familiar,NA,domicilio de la persona,victima de delito
225,09011,2021-10-04,noticia,portal CNB,hombre,84,mexico,mexicana,analfabeta,NA,familiar,2021-10-02,2021,09,ciudad de méxico,011,tláhuac,san francisco tlaltenco,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-04,2021,buen estado de salud,informe dado por familiar,iztapalapa,en un lugar publico,extravio o desorientacion
226,09012,2021-10-03,reporte,redes sociales y reportes telefónicos,mujer,16,NA,extranjera,preparatoria,soltero/a,familiar,2021-10-01,2021,09,ciudad de méxico,012,tlalpan,miguel hidalgo,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-06,2021,NA,informe por institucion,iztapalapa,NA,NA
227,09015,2021-10-02,noticia,portal CNB,hombre,19,ciudad de mexico,mexicana,secundaria,soltero/a,familiar,2021-09-26,2021,09,ciudad de méxico,015,cuauhtémoc,doctores,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-04,2021,buen estado de salud,informe dado por familiar,NA,domicilio de la persona,ausencia deliberada por actividades recreativas
228,09007,2021-10-02,reporte,redes sociales y reportes telefónicos,mujer,3,NA,mexicana,NA,NA,NA,2021-09-27,2021,09,ciudad de méxico,007,iztapalapa,escuadron 201,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
229,09015,2021-10-01,noticia,portal CNB,mujer,21,oaxaca,mexicana,secundaria,soltero/a,familiar,2021-09-30,2021,09,ciudad de méxico,015,cuauhtémoc,santa maria la ribera,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2021-10-02,2021,NA,informe por institucion,NA,NA,ausencia por crisis o conflicto emocional
230,09002,2021-09-30,reporte,NA,mujer,32,ciudad de mexico,mexicana,preparatoria,NA,familiar,2021-09-30,2021,09,ciudad de méxico,002,azcapotzalco,industrial vallejo,se trasladaba a su domicilio,localizado,con vida,2021-10-01,2021,NA,informe dado por familiar,chalco,NA,victima de delito
231,09014,2021-09-30,noticia,autoridades en general,hombre,47,ciudad de mexico,mexicana,NA,NA,otros,2021-09-29,2021,09,ciudad de méxico,014,benito juárez,san simon ticumac,se trasladaba a su domicilio,localizado,con vida,2021-09-30,2021,buen estado de salud,informe por institucion,NA,NA,NA
232,09006,2021-09-30,noticia,portal CNB,hombre,67,ciudad de mexico,mexicana,licenciatura,NA,NA,2021-09-27,2021,09,ciudad de méxico,006,iztacalco,inpi picos,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
233,09007,2021-09-30,reporte,redes sociales y reportes telefónicos,hombre,23,NA,mexicana,NA,NA,NA,2021-09-27,2021,09,ciudad de méxico,007,iztapalapa,NA,iba rumbo a su trabajo,localizado,con vida,2021-09-29,2021,buen estado de salud,informe dado por familiar,NA,NA,arresto o proceso legal
234,09005,2021-09-30,noticia,portal CNB,mujer,84,tamaulipas,mexicana,licenciatura,viudo/a,familiar,2021-09-09,2021,09,ciudad de méxico,005,gustavo a. madero,el tepetatal,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-09-28,2021,mal estado sin violencia,informe dado por familiar,iztapalapa,en centro de salud u hospital,ausencia por enfermedad
235,09009,2021-09-29,noticia,portal CNB,hombre,33,mexico,mexicana,secundaria,casado/a,familiar,2010-12-15,2010,09,ciudad de méxico,009,milpa alta,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
236,09015,2021-09-28,noticia,portal CNB,hombre,75,ciudad de mexico,mexicana,primaria,soltero/a,familiar,2021-09-20,2021,09,ciudad de méxico,015,cuauhtémoc,centro (area 1),salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-10-04,2021,buen estado de salud,informe dado por familiar,NA,en casa de amigo o familiar,ausencia deliberada
237,09015,2021-09-28,reporte,redes sociales y reportes telefónicos,hombre,57,NA,mexicana,NA,NA,familiar,2021-09-23,2021,09,ciudad de méxico,015,cuauhtémoc,guerrero,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-29,2021,buen estado de salud,informe dado por familiar,cuauhtemoc,domicilio de la persona,ausencia deliberada
238,09016,2021-09-28,noticia,portal CNB,hombre,48,ciudad de mexico,mexicana,preparatoria,divorciado/a,familiar,2021-09-23,2021,09,ciudad de méxico,016,miguel hidalgo,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2021-10-15,2021,NA,informe por institucion,NA,NA,NA
239,09010,2021-09-28,reporte,redes sociales y reportes telefónicos,mujer,35,ciudad de mexico,mexicana,NA,NA,familiar,2021-09-26,2021,09,ciudad de méxico,010,álvaro obregón,arvide,iba rumbo a su trabajo,localizado,con vida,2021-09-30,2021,buen estado de salud,contacto directo con la persona reportada,miguel hidalgo,en un lugar publico,NA
240,09007,2021-09-28,noticia,portal CNB,mujer,25,ciudad de mexico,mexicana,NA,soltero/a,familiar,2021-09-23,2021,09,ciudad de méxico,007,iztapalapa,lomas de san lorenzo,se desconoce,localizado,con vida,2021-09-26,2021,buen estado de salud,informe dado por familiar,iztapalapa,domicilio de la persona,ausencia por enfermedad
241,09015,2021-09-27,noticia,portal CNB,mujer,36,veracruz,mexicana,otra,casado/a,familiar,2021-09-20,2021,09,ciudad de méxico,015,cuauhtémoc,guerrero,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
242,09002,2021-09-27,reporte,redes sociales y reportes telefónicos,hombre,19,NA,mexicana,NA,NA,familiar,2021-09-26,2021,09,ciudad de méxico,002,azcapotzalco,san pedro xalpa,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-27,2021,NA,informe dado por familiar,azcapotzalco,domicilio de la persona,victima de delito
243,09016,2021-09-27,reporte,NA,hombre,73,NA,boliviana,NA,NA,familiar,2021-09-13,2021,09,ciudad de méxico,016,miguel hidalgo,polanco i seccion,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2021-09-28,2021,NA,informe por institucion,la magdalena contreras,en un centro de adicciones,ausencia por consumo de sustancias
244,09017,2021-09-24,noticia,portal CNB,hombre,50,NA,s/d,NA,NA,otros,2021-09-14,2021,09,ciudad de méxico,017,venustiano carranza,artes graficas,se le privo de la libertad por una corporacion policiaca o militar,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
245,09010,2021-09-24,reporte,NA,hombre,50,NA,s/d,NA,NA,otros,2021-09-18,2021,09,ciudad de méxico,010,álvaro obregón,minas cristo rey,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-24,2021,mal estado sin violencia,informe dado por familiar,venustiano carranza,en centro de salud u hospital,ausencia por enfermedad
246,09017,2021-09-24,reporte,redes sociales y reportes telefónicos,hombre,49,NA,mexicana,NA,NA,familiar,2021-07-28,2021,09,ciudad de méxico,017,venustiano carranza,valle gomez,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
247,09007,2021-09-23,noticia,portal CNB,hombre,50,NA,mexicana,NA,casado/a,familiar,2021-09-18,2021,09,ciudad de méxico,007,iztapalapa,leyes de reforma 1a seccion,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
248,09010,2021-09-23,noticia,autoridades en general,hombre,49,NA,s/d,NA,NA,familiar,2021-09-19,2021,09,ciudad de méxico,010,álvaro obregón,molino de santo domingo,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
249,09005,2021-09-23,noticia,portal CNB,hombre,45,puebla,mexicana,secundaria,NA,pareja o expareja,2015-09-25,2015,09,ciudad de méxico,005,gustavo a. madero,unidad habitacional la salle,se le privo de la libertad por personas armadas en la calle,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
250,09004,2021-09-23,noticia,portal CNB,hombre,33,ciudad de mexico,mexicana,licenciatura,NA,familiar,2021-09-12,2021,09,ciudad de méxico,004,cuajimalpa de morelos,el tianguillo,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-24,2021,buen estado de salud,informe dado por familiar,NA,en instalaciones de su trabajo,NA
251,09011,2021-09-22,noticia,portal CNB,hombre,80,ciudad de mexico,mexicana,primaria,casado/a,familiar,2021-09-13,2021,09,ciudad de méxico,011,tláhuac,la guadalupe,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2021-09-29,2021,NA,informe dado por familiar,chalco,en un centro forense,NA
252,09007,2021-09-22,reporte,NA,mujer,17,ciudad de mexico,mexicana,NA,soltero/a,familiar,2021-09-19,2021,09,ciudad de méxico,007,iztapalapa,ermita zaragoza,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-22,2021,buen estado de salud,informe por institucion,NA,domicilio de la persona,NA
253,09007,2021-09-21,reporte,redes sociales y reportes telefónicos,hombre,44,hidalgo,mexicana,NA,union libre,familiar,2020-11-08,2020,09,ciudad de méxico,007,iztapalapa,central de abasto,se trasladaba a su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
254,09017,2021-09-20,noticia,portal CNB,mujer,26,ciudad de mexico,mexicana,preparatoria,soltero/a,familiar,2010-07-22,2010,09,ciudad de méxico,017,venustiano carranza,general ignacio zaragoza,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
255,09007,2021-09-20,noticia,portal CNB,hombre,26,mexico,mexicana,secundaria,NA,NA,2014-01-01,2014,09,ciudad de méxico,007,iztapalapa,campestre potrero,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
256,09010,2021-09-19,noticia,portal CNB,mujer,92,NA,suiza,preparatoria,viudo/a,familiar,2021-09-13,2021,09,ciudad de méxico,010,álvaro obregón,paseo de las lomas,se le privo de la libertad por personas armadas en la calle,localizado,con vida,NA,NA,NA,informe dado por familiar,miguel hidalgo,domicilio de la persona,problemas de comunicacion
257,09007,2021-09-17,noticia,portal CNB,hombre,74,ciudad de mexico,mexicana,secundaria,casado/a,familiar,2021-09-13,2021,09,ciudad de méxico,007,iztapalapa,el molino tezonco,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
258,09007,2021-09-17,noticia,portal CNB,hombre,36,ciudad de mexico,mexicana,primaria,separaado/a,familiar,2021-09-11,2021,09,ciudad de méxico,007,iztapalapa,desarrollo urbano quetzalcoatl,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2021-09-16,2021,mal estado por violencia,informe dado por familiar,iztapalapa,domicilio de la persona,victima de delito
259,09003,2021-09-17,noticia,sociedad civil y organismos internacionales,hombre,19,ciudad de mexico,mexicana,NA,NA,familiar,2021-08-27,2021,09,ciudad de méxico,003,coyoacán,oxtopulco universidad,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
260,09014,2021-09-17,noticia,redes sociales y reportes telefónicos,hombre,45,mexico,mexicana,NA,NA,otros,2021-09-13,2021,09,ciudad de méxico,014,benito juárez,narvarte poniente,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
261,09012,2021-09-17,noticia,portal CNB,hombre,45,ciudad de mexico,mexicana,preparatoria,casado/a,familiar,2021-09-16,2021,09,ciudad de méxico,012,tlalpan,heroes de padierna,refirio problemas familiares antes de desaparecer,localizado,con vida,2021-09-16,2021,buen estado de salud,informe por institucion,tlalpan,domicilio de la persona,NA
