id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
2014,09007,2019-11-13,noticia,NA,hombre,1,NA,NA,NA,NA,NA,2019-01-20,2019,09,ciudad de méxico,007,iztapalapa,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2015,09010,2019-11-12,noticia,NA,hombre,32,NA,mexicana,NA,NA,NA,2018-04-11,2018,09,ciudad de méxico,010,álvaro obregón,NA,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2016,09005,2019-11-11,noticia,NA,mujer,14,NA,NA,NA,NA,NA,2019-07-28,2019,09,ciudad de méxico,005,gustavo a. madero,NA,se desconoce,localizado,con vida,2019-12-17,2019,NA,NA,NA,domicilio de la persona,NA
2017,09015,2019-11-11,reporte,NA,hombre,25,NA,NA,NA,NA,NA,2019-05-04,2019,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2018,09010,2019-11-08,noticia,NA,mujer,66,NA,NA,NA,NA,NA,2019-10-28,2019,09,ciudad de méxico,010,álvaro obregón,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2019,09015,2019-11-07,noticia,NA,hombre,29,NA,NA,NA,NA,NA,2019-10-28,2019,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2020,09008,2019-11-07,reporte,NA,mujer,12,NA,NA,secundaria,NA,NA,2019-11-04,2019,09,ciudad de méxico,008,la magdalena contreras,NA,se trasladaba a su domicilio,localizado,con vida,2019-11-12,2019,NA,NA,NA,domicilio de la persona,NA
2021,09007,2019-11-06,noticia,NA,mujer,26,NA,NA,NA,NA,NA,2019-01-18,2019,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2022,09007,2019-11-05,reporte,NA,hombre,31,NA,NA,NA,NA,NA,2019-10-30,2019,09,ciudad de méxico,007,iztapalapa,NA,se vio en su domicilio,localizado,sigue desaparecida,2019-11-09,2019,NA,NA,NA,NA,NA
2023,09015,2019-11-05,noticia,NA,hombre,25,NA,NA,NA,NA,NA,2019-10-28,2019,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2024,09004,2019-11-05,noticia,NA,hombre,18,NA,NA,NA,NA,NA,2019-11-03,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2025,09004,2019-11-05,noticia,NA,hombre,18,NA,NA,NA,NA,NA,2019-11-03,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2026,09015,2019-10-30,noticia,NA,mujer,19,NA,NA,NA,NA,NA,2019-02-09,2019,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2027,09017,2019-10-30,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2019-10-30,2019,09,ciudad de méxico,017,venustiano carranza,NA,se desconoce,localizado,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2028,09007,2019-10-29,noticia,NA,hombre,20,NA,NA,NA,NA,NA,2019-10-28,2019,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2029,"NANA",2019-10-29,noticia,NA,hombre,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2030,09012,2019-10-29,noticia,NA,hombre,11,NA,NA,NA,NA,NA,2019-10-28,2019,09,ciudad de méxico,012,tlalpan,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2031,09017,2019-10-28,noticia,NA,hombre,15,NA,NA,NA,NA,NA,2019-10-16,2019,09,ciudad de méxico,017,venustiano carranza,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2032,09017,2019-10-28,noticia,NA,hombre,20,NA,NA,NA,NA,NA,2019-10-27,2019,09,ciudad de méxico,017,venustiano carranza,NA,se encontraba en el trayecto de una ciudad o comunidad a otra,localizado,con vida,2019-10-30,2019,NA,NA,NA,en casa de amigo o familiar,NA
2033,09010,2019-10-26,noticia,NA,mujer,29,NA,NA,NA,NA,NA,2019-10-24,2019,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,localizado,con vida,2019-10-25,2019,NA,NA,NA,en casa de amigo o familiar,NA
2034,09002,2019-10-17,noticia,NA,hombre,4,NA,NA,NA,NA,NA,2019-10-11,2019,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2035,09002,2019-10-17,noticia,NA,mujer,3,NA,NA,NA,NA,NA,2019-10-11,2019,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2036,09005,2019-10-17,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2019-10-16,2019,09,ciudad de méxico,005,gustavo a. madero,NA,se desconoce,localizado,con vida,2019-10-18,2019,NA,NA,NA,NA,NA
2037,09014,2019-10-16,noticia,NA,hombre,50,NA,NA,NA,NA,NA,2019-10-10,2019,09,ciudad de méxico,014,benito juárez,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2038,09015,2019-10-16,reporte,NA,mujer,49,NA,NA,secundaria,NA,NA,2009-11-05,2009,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2039,09002,2019-10-16,reporte,NA,hombre,50,NA,NA,secundaria,NA,NA,2017-12-24,2017,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2040,09013,2019-10-15,reporte,NA,mujer,14,NA,NA,secundaria,NA,NA,2019-10-15,2019,09,ciudad de méxico,013,xochimilco,NA,refirio problemas familiares antes de desaparecer,localizado,con vida,NA,NA,NA,NA,NA,domicilio de la persona,NA
2041,09013,2019-10-15,noticia,NA,hombre,20,NA,NA,secundaria,NA,NA,2019-09-13,2019,09,ciudad de méxico,013,xochimilco,NA,se le privo de la libertad por una corporacion policiaca o militar,localizado,con vida,2019-10-30,2019,NA,NA,NA,NA,NA
2042,09011,2019-10-14,reporte,NA,hombre,52,NA,NA,NA,NA,NA,2019-10-10,2019,09,ciudad de méxico,011,tláhuac,NA,se encontraba en su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2043,09007,2019-10-13,reporte,NA,hombre,NA,NA,NA,NA,NA,NA,NA,NA,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2019-10-14,2019,NA,NA,NA,NA,NA
2044,09007,2019-10-13,noticia,NA,hombre,60,NA,NA,NA,NA,NA,2019-10-10,2019,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,sin vida,2019-10-13,2019,NA,NA,NA,NA,NA
2045,09015,2019-10-13,noticia,NA,hombre,23,NA,NA,NA,NA,NA,2019-10-12,2019,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2046,09013,2019-10-09,reporte,NA,hombre,61,NA,NA,secundaria,NA,NA,2014-07-27,2014,09,ciudad de méxico,013,xochimilco,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2047,09014,2019-10-02,noticia,NA,hombre,14,NA,NA,NA,NA,NA,2019-09-19,2019,09,ciudad de méxico,014,benito juárez,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2048,09004,2019-10-02,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2019-01-10,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2049,09007,2019-09-30,reporte,NA,hombre,49,NA,NA,posgrado,NA,NA,2019-09-30,2019,09,ciudad de méxico,007,iztapalapa,NA,ultimo contacto via telefonica o mensaje de texto,localizado,sin vida,2019-10-02,2019,NA,NA,NA,en un hotel,NA
2050,09015,2019-09-30,noticia,NA,hombre,30,NA,NA,NA,NA,NA,2019-08-26,2019,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,localizado,con vida,2019-10-04,2019,NA,NA,NA,domicilio de la persona,NA
2051,09007,2019-09-28,noticia,NA,mujer,14,NA,NA,NA,NA,NA,2019-09-28,2019,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2019-10-01,2019,NA,NA,NA,en una central o estacion de transporte,NA
2052,09007,2019-09-28,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2019-09-28,2019,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2019-10-01,2019,NA,NA,NA,en una central o estacion de transporte,NA
2053,09011,2019-09-26,noticia,NA,mujer,18,NA,NA,NA,NA,NA,2019-09-22,2019,09,ciudad de méxico,011,tláhuac,NA,se desconoce,localizado,sigue desaparecida,2019-09-28,2019,NA,NA,NA,NA,NA
2054,09002,2019-09-25,noticia,NA,mujer,26,NA,NA,NA,NA,NA,2019-09-22,2019,09,ciudad de méxico,002,azcapotzalco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2019-09-24,2019,NA,NA,NA,en un lugar publico,NA
2055,09012,2019-09-25,noticia,NA,mujer,15,NA,NA,NA,NA,NA,2019-09-21,2019,09,ciudad de méxico,012,tlalpan,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2056,09014,2019-09-12,noticia,NA,hombre,34,NA,NA,NA,NA,NA,2010-09-22,2010,09,ciudad de méxico,014,benito juárez,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2057,09010,2019-09-24,reporte,redes sociales y reportes telefónicos,hombre,22,NA,mexicana,preparatoria,NA,NA,2019-09-04,2019,09,ciudad de méxico,010,álvaro obregón,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2058,09016,2019-09-24,reporte,NA,mujer,15,NA,NA,preparatoria,NA,NA,2019-09-23,2019,09,ciudad de méxico,016,miguel hidalgo,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2019-09-26,2019,NA,NA,NA,NA,NA
2059,09005,2019-09-23,reporte,NA,mujer,51,NA,NA,NA,NA,NA,2019-04-15,2019,09,ciudad de méxico,005,gustavo a. madero,NA,se encontraba en su trabajo,localizado,sin vida,NA,NA,NA,NA,NA,NA,NA
2060,09015,2019-09-23,reporte,NA,hombre,35,NA,NA,NA,NA,NA,2019-09-11,2019,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,sin vida,2019-10-04,2019,NA,NA,NA,en un centro forense,NA
2061,09004,2019-09-20,noticia,NA,hombre,16,NA,NA,NA,NA,NA,2019-09-18,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2062,09013,2019-09-18,noticia,NA,mujer,14,NA,NA,NA,NA,NA,2019-09-17,2019,09,ciudad de méxico,013,xochimilco,NA,se desconoce,localizado,con vida,2019-09-19,2019,NA,NA,NA,NA,NA
2063,09004,2019-09-20,noticia,NA,hombre,16,NA,NA,NA,NA,NA,2019-09-18,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2064,09004,2019-09-20,noticia,NA,hombre,14,NA,NA,NA,NA,NA,2019-09-18,2019,09,ciudad de méxico,004,cuajimalpa de morelos,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
2065,09003,2019-09-18,noticia,NA,mujer,17,NA,NA,preparatoria,NA,NA,2019-09-17,2019,09,ciudad de méxico,003,coyoacán,NA,se desconoce,localizado,con vida,2019-09-18,2019,NA,NA,NA,NA,NA
2066,09003,2019-09-18,noticia,NA,hombre,44,NA,NA,preparatoria,NA,NA,2019-09-08,2019,09,ciudad de méxico,003,coyoacán,NA,se desconoce,localizado,con vida,2019-10-03,2019,NA,NA,NA,NA,NA
2067,09015,2019-09-13,reporte,NA,mujer,16,NA,NA,NA,NA,NA,2019-09-10,2019,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,localizado,con vida,2019-09-14,2019,NA,NA,NA,en una central o estacion de transporte,NA
2068,09007,2019-09-06,reporte,NA,mujer,31,NA,NA,NA,NA,NA,2019-01-27,2019,09,ciudad de méxico,007,iztapalapa,NA,se encontraba en el trayecto de una ciudad o comunidad a otra,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2069,09005,2019-08-29,noticia,NA,mujer,26,NA,NA,NA,NA,NA,2016-08-29,2016,09,ciudad de méxico,005,gustavo a. madero,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2070,09015,2019-08-27,noticia,NA,hombre,49,NA,NA,NA,NA,NA,2019-08-22,2019,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,en centro de salud u hospital,NA
2071,09007,2019-08-24,noticia,NA,mujer,4,NA,NA,NA,NA,NA,2019-08-21,2019,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2019-08-28,2019,NA,NA,NA,NA,NA
2072,09007,2019-08-24,noticia,NA,mujer,35,NA,NA,NA,NA,NA,2019-08-21,2019,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2019-08-28,2019,NA,NA,NA,NA,NA
2073,09007,2019-08-19,reporte,NA,mujer,39,NA,NA,licenciatura,NA,NA,2007-01-12,2007,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2074,09012,2019-08-19,reporte,NA,hombre,27,NA,NA,NA,NA,NA,2014-05-27,2014,09,ciudad de méxico,012,tlalpan,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2075,"NANA",2019-08-16,noticia,NA,hombre,48,NA,NA,NA,NA,NA,2019-05-25,2019,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2076,"NANA",2019-08-16,noticia,NA,hombre,50,NA,NA,NA,NA,NA,2019-05-25,2019,NA,NA,NA,NA,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
2077,09016,2019-08-15,reporte,NA,hombre,34,NA,NA,secundaria,NA,NA,2019-08-13,2019,09,ciudad de méxico,016,miguel hidalgo,NA,se le privo de la libertad por personas armadas en la calle,localizado,sin vida,2019-08-16,2019,NA,NA,NA,a bordo de un vehículo,NA
